Airline,AirlineID,Source airport,Source airport ID,Destination airport,Destination airport ID,Role,Equipment
AA,AAL,BOS,3448,DFW,3670,DH,S80
AA,AAL,DFW,3670,BOS,3448,CA,767
AA,AAL,BOS,3448,BOS,3448,CA,767
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,CDG,1382,FO,777
AA,AAL,CDG,1382,JFK,3797,FO,777
AA,AAL,JFK,3797,CDG,1382,FO,777
AA,AAL,CDG,1382,JFK,3797,FO,777
AA,AAL,JFK,3797,CDG,1382,FO,777
AA,AAL,CDG,1382,JFK,3797,FO,777
AA,AAL,JFK,3797,JFK,3797,FO,777
AA,AAL,JFK,3797,CDG,1382,FO,777
AA,AAL,CDG,1382,JFK,3797,FO,777
AA,AAL,JFK,3797,EZE,3988,FO,777
AA,AAL,EZE,3988,MVD,2816,FO,777
AA,AAL,MVD,2816,EZE,3988,FO,777
AA,AAL,EZE,3988,JFK,3797,FO,777
AA,AAL,JFK,3797,CDG,1382,FO,777
AA,AAL,CDG,1382,CDG,1382,FO,777
AA,AAL,CDG,1382,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,NRT,2279,FO,777
AA,AAL,NRT,2279,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,CNF,2537,FO,777
AA,AAL,CNF,2537,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,CDG,1382,FO,777
AA,AAL,CDG,1382,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,CDG,1382,FO,777
AA,AAL,CDG,1382,JFK,3797,FO,777
AA,AAL,JFK,3797,NRT,2279,FO,777
AA,AAL,NRT,2279,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,NRT,2279,FO,777
AA,AAL,NRT,2279,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,NRT,2279,FO,777
AA,AAL,NRT,2279,JFK,3797,FO,777
AA,AAL,JFK,3797,CDG,1382,FO,777
AA,AAL,CDG,1382,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,EZE,3988,FB,777
AA,AAL,EZE,3988,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,CDG,1382,FB,777
AA,AAL,CDG,1382,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,CDG,1382,FO,777
AA,AAL,CDG,1382,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,CDG,1382,FB,777
AA,AAL,CDG,1382,JFK,3797,FB,777
AA,AAL,JFK,3797,CDG,1382,FO,777
AA,AAL,CDG,1382,JFK,3797,FO,777
AA,AAL,JFK,3797,CDG,1382,FO,777
AA,AAL,CDG,1382,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,GIG,2560,FO,777
AA,AAL,GIG,2560,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,CDG,1382,FO,777
AA,AAL,CDG,1382,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,GIG,2560,FO,777
AA,AAL,GIG,2560,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,DH,777
AA,AAL,GRU,2564,GIG,2560,FO,777
AA,AAL,GIG,2560,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,GIG,2560,FO,777
AA,AAL,GIG,2560,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LAX,3484,DH,767
AA,AAL,LAX,3484,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,DH,777
AA,AAL,GRU,2564,GIG,2560,FO,777
AA,AAL,GIG,2560,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,GIG,2560,FO,777
AA,AAL,GIG,2560,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,GIG,2560,FO,777
AA,AAL,GIG,2560,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,NRT,2279,FB,777
AA,AAL,NRT,2279,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,ORD,3830,FO,777
AA,AAL,ORD,3830,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,NRT,2279,FO,777
AA,AAL,NRT,2279,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,ORD,3830,FB,777
AA,AAL,ORD,3830,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,ORD,3830,FO,777
AA,AAL,ORD,3830,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,ORD,3830,FO,777
AA,AAL,ORD,3830,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,ORD,3830,FB,777
AA,AAL,ORD,3830,LGA,3697,DH,S80
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,MIA,3576,FO,777
AA,AAL,MIA,3576,JFK,3797,DH,300
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,MIA,3576,DH,300
AA,AAL,MIA,3576,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,MIA,3576,FB,777
AA,AAL,MIA,3576,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,GIG,2560,FO,777
AA,AAL,GIG,2560,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,NRT,2279,FB,777
AA,AAL,NRT,2279,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,NRT,2279,FB,777
AA,AAL,NRT,2279,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,GIG,2560,FO,777
AA,AAL,GIG,2560,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,GIG,2560,FO,777
AA,AAL,GIG,2560,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,GIG,2560,FO,777
AA,AAL,GIG,2560,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,NRT,2279,FB,777
AA,AAL,NRT,2279,JFK,3797,FB,777
AA,AAL,JFK,3797,NRT,2279,FB,777
AA,AAL,NRT,2279,JFK,3797,FB,777
AA,AAL,JFK,3797,NRT,2279,FB,777
AA,AAL,NRT,2279,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,GIG,2560,FB,777
AA,AAL,GIG,2560,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,NRT,2279,FB,777
AA,AAL,NRT,2279,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,GIG,2560,FO,777
AA,AAL,GIG,2560,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,GIG,2560,FO,777
AA,AAL,GIG,2560,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,NRT,2279,FB,777
AA,AAL,NRT,2279,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,GIG,2560,FO,777
AA,AAL,GIG,2560,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,NRT,2279,FB,777
AA,AAL,NRT,2279,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,ORD,3830,FB,777
AA,AAL,ORD,3830,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,ORD,3830,FB,777
AA,AAL,ORD,3830,LGA,3697,DH,S80
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,MIA,3576,FB,777
AA,AAL,MIA,3576,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,NRT,2279,FC,777
AA,AAL,NRT,2279,JFK,3797,FC,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,MIA,3576,FO,777
AA,AAL,MIA,3576,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,MIA,3576,FB,777
AA,AAL,MIA,3576,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,MIA,3576,FB,777
AA,AAL,MIA,3576,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,NRT,2279,FB,777
AA,AAL,NRT,2279,JFK,3797,FB,777
AA,AAL,JFK,3797,NRT,2279,FB,777
AA,AAL,NRT,2279,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,MIA,3576,FB,777
AA,AAL,MIA,3576,LGA,3697,DH,737
AA,AAL,JFK,3797,NRT,2279,FO,777
AA,AAL,NRT,2279,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,NRT,2279,FO,777
AA,AAL,NRT,2279,JFK,3797,FO,777
AA,AAL,JFK,3797,NRT,2279,FC,777
AA,AAL,NRT,2279,JFK,3797,FC,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,NRT,2279,FC,777
AA,AAL,NRT,2279,NRT,2279,FC,777
AA,AAL,NRT,2279,JFK,3797,FC,777
AA,AAL,JFK,3797,NRT,2279,FC,777
AA,AAL,NRT,2279,JFK,3797,FC,777
AA,AAL,JFK,3797,NRT,2279,FC,777
AA,AAL,NRT,2279,JFK,3797,FC,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,NRT,2279,FB,777
AA,AAL,NRT,2279,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,MIA,3576,DH,300
AA,AAL,MIA,3576,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,NRT,2279,FB,777
AA,AAL,NRT,2279,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,NRT,2279,FB,777
AA,AAL,NRT,2279,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,NRT,2279,FC,777
AA,AAL,NRT,2279,JFK,3797,FC,777
AA,AAL,JFK,3797,NRT,2279,FB,777
AA,AAL,NRT,2279,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,NRT,2279,FB,777
AA,AAL,NRT,2279,JFK,3797,FB,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,NRT,2279,FB,777
AA,AAL,NRT,2279,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,DH,777
AA,AAL,JFK,3797,GRU,2564,FB,777
AA,AAL,GRU,2564,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,MIA,3576,DH,300
AA,AAL,MIA,3576,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,NRT,2279,FC,777
AA,AAL,NRT,2279,JFK,3797,FC,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,NRT,2279,FC,777
AA,AAL,NRT,2279,JFK,3797,FC,777
AA,AAL,JFK,3797,NRT,2279,FC,777
AA,AAL,NRT,2279,JFK,3797,FC,777
AA,AAL,JFK,3797,EZE,3988,FB,777
AA,AAL,EZE,3988,JFK,3797,FB,777
AA,AAL,JFK,3797,NRT,2279,FB,777
AA,AAL,NRT,2279,JFK,3797,FB,777
AA,AAL,JFK,3797,EZE,3988,FB,777
AA,AAL,EZE,3988,JFK,3797,FB,777
AA,AAL,JFK,3797,EZE,3988,FB,777
AA,AAL,EZE,3988,JFK,3797,FB,777
AA,AAL,JFK,3797,LHR,507,FB,777
AA,AAL,LHR,507,JFK,3797,FB,777
AA,AAL,JFK,3797,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,LHR,507,FO,777
AA,AAL,LHR,507,JFK,3797,FO,777
AA,AAL,JFK,3797,GRU,2564,FO,777
AA,AAL,GRU,2564,JFK,3797,FO,777
AA,AAL,JFK,3797,NRT,2279,FB,777
AA,AAL,NRT,2279,JFK,3797,FB,777
AA,AAL,JFK,3797,NRT,2279,FC,777
AA,AAL,NRT,2279,JFK,3797,FC,777
AA,AAL,JFK,3797,LHR,507,FB,777
